ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
249045_at	0.8104694	5.95E-01	-0.53818049	-6.12388	-0.14070789	AT5G44380	FAD-binding and BBE domain-containing protein
253230_at	0.8105752	5.95E-01	0.53787799	-6.124041	-0.14079678	AT4G34700	NADH-ubiquinone oxidoreductase complex 1B22
261726_at	0.8105752	5.95E-01	0.53784458	-6.124059	-0.1408163	AT1G76270	O-fucosyltransferase-like protein
248885_at	0.8105752	5.95E-01	0.53783511	-6.124064	-0.14084468	AT5G46150	ligand-effect modulator 3 family protein / CDC50 family protein
262824_at	0.8105752	5.95E-01	-0.5378351	-6.124064	-0.14095486	RBP45B	polyadenylate-binding protein RBP45B
262849_at	0.8105752	5.95E-01	-0.53766999	-6.124152	-0.14098579	AT1G14710	hydroxyproline-rich glycoprotein-like protein
253325_at	0.8105752	5.95E-01	-0.53766056	-6.124157	-0.14106039	AT4G33925	hypothetical protein
254538_at	0.8105752	5.95E-01	0.53757934	-6.1242	-0.1411397	AT4G19740	glycosyl hydrolase family protein
247613_at	0.8105752	5.95E-01	0.53756433	-6.124208	-0.14116121	AT5G60740	ABC transporter G family member 28
249619_at	0.8105752	5.95E-01	0.53755068	-6.124215	-0.14121408	GORK	potassium channel GORK
260703_at	0.8105752	5.95E-01	0.53754287	-6.124219	-0.14121745	ATSYP24	syntaxin-24
252104_at	0.8106413	5.95E-01	-0.53741922	-6.124285	-0.14126796	RHD4	phosphatidylinositol-4-phosphate phosphatase RHD4
265938_at	0.8106495	5.95E-01	0.53735806	-6.124318	-0.14128307	NDL3	N-MYC downregulated-like 3 protein
254990_at	0.8107363	5.95E-01	0.53717989	-6.124412	-0.14135727	CID12	RNA-binding protein 37
258908_at	0.8107363	5.96E-01	-0.53714183	-6.124432	-0.14138105	MEE32	bi-functional dehydroquinate-shikimate dehydrogenase
252577_at	0.8107363	5.96E-01	0.53710746	-6.124451	-0.1413905	AT3G45460	IBR domain containing protein
256332_at	0.810779	5.96E-01	0.53700906	-6.124503	-0.14144845	GT2	trihelix transcription factor GT-2
247605_at	0.810906	5.96E-01	0.53677375	-6.124628	-0.14155136	TCP5	transcription factor TCP5
248076_at	0.810906	5.96E-01	0.53676738	-6.124631	-0.14157828	AT5G55750	hydroxyproline-rich glycoprotein family protein
263622_at	0.8109208	5.96E-01	0.53661461	-6.124713	-0.14160188	AT2G04870	hypothetical protein
263601_s_at	0.8109208	5.96E-01	0.53658169	-6.12473	-0.14164321	THY-2///THY-1	bifunctional dihydrofolate reductase - thymidylate synthase///bifunctional dihydrofolate reductase-thymidylate synthase 1
259205_at	0.8109208	5.96E-01	-0.53657004	-6.124736	-0.14166788	AT3G09030	BTB/POZ domain-containing protein
247597_at	0.8109208	5.96E-01	0.53654211	-6.124751	-0.14169886	RABA1f	RAB GTPase homolog A1F
246992_at	0.8109989	5.96E-01	0.53640551	-6.124823	-0.14170383	AT5G67430	GCN5-related N-acetyltransferase (GNAT) family protein
257039_at	0.8111966	5.96E-01	0.53614001	-6.124964	-0.14180587	IPT8	adenylate isopentenyltransferase 8
255938_at	0.8113403	5.96E-01	-0.53593274	-6.125074	-0.1419039	AT1G12620	pentatricopeptide repeat-containing protein
263619_at	0.8113438	5.96E-01	0.53587661	-6.125104	-0.14191391	AT2G04650	ADP-glucose pyrophosphorylase-like protein
250548_at	0.8114962	5.97E-01	0.53552985	-6.125288	-0.14191885	MPB2C	movement protein binding protein 2C
246809_s_at	0.8114962	5.97E-01	-0.53547839	-6.125315	-0.14199099	AT5G27140///AT5G27120	NOP56-like pre RNA processing ribonucleoprotein///putative SAR DNA-binding protein
260883_at	0.8114962	5.97E-01	-0.53536533	-6.125375	-0.14203637	AT1G29270	hypothetical protein
245505_at	0.8114962	5.97E-01	0.53531869	-6.1254	-0.14207352	AT4G15690	monothiol glutaredoxin-S5
258098_at	0.8114962	5.97E-01	0.53530622	-6.125406	-0.14212824	KINESIN-12B	kinesin-like protein KIN12B
245573_at	0.8114962	5.97E-01	0.53527384	-6.125423	-0.14213357	AT4G14730	Bax inhibitor-1 family protein
253334_at	0.8114962	5.97E-01	-0.53523752	-6.125443	-0.1422063	FLDH	Rossmann-fold NAD(P)-binding domain-containing protein
248226_at	0.8114962	5.97E-01	-0.53516813	-6.125479	-0.14222419	AT5G53750	CBS domain-containing protein
248050_at	0.8114962	5.97E-01	0.53508244	-6.125525	-0.14224512	AT5G56100	glycine-rich protein / oleosin
262113_at	0.8114962	5.97E-01	-0.53507185	-6.12553	-0.14234617	AT1G02820	late embryogenesis abundant 3-like protein
261135_at	0.8114962	5.97E-01	0.53501353	-6.125561	-0.14236262	PDF1.4	defensin-like protein 19
263655_at	0.8114962	5.97E-01	-0.53500711	-6.125565	-0.14244418	AT1G04500	CCT motif-containing protein
264339_at	0.8114962	5.97E-01	-0.53494077	-6.1256	-0.14248375	TPS8	"putative alpha,alpha-trehalose-phosphate synthase [UDP-forming] 8"
245872_at	0.8114962	5.97E-01	-0.5348901	-6.125627	-0.14250442	AT1G26300	BSD domain-containing protein
253039_at	0.8114962	5.97E-01	0.53475641	-6.125697	-0.14253082	SQE3	squalene epoxidase 3
261264_at	0.8114962	5.97E-01	0.53474931	-6.125701	-0.14270606	AT1G26710	hypothetical protein
244930_at	0.8114962	5.97E-01	0.53473073	-6.125711	-0.14272938	ArthMp053	hypothetical protein
255626_at	0.8114962	5.97E-01	-0.53470628	-6.125724	-0.1427997	AT4G00780	TRAF-like family protein
260920_at	0.8114962	5.97E-01	-0.5346175	-6.125771	-0.14294039	AT1G21530	probable acyl-activating enzyme 10
263040_at	0.8114962	5.97E-01	0.53461597	-6.125772	-0.14313559	AT1G23300	MATE efflux family protein
251368_at	0.8114962	5.97E-01	-0.53460375	-6.125778	-0.14335464	AT3G61380	phosphatidylinositol N-acetyglucosaminlytransferase subunit P-like protein
260662_at	0.8114962	5.97E-01	0.53456077	-6.125801	-0.14349718	AT1G19540	NmrA-like negative transcriptional regulator-like protein
250486_at	0.8117005	5.97E-01	0.53428805	-6.125945	-0.14350662	CPuORF21///AT5G09670	conserved peptide upstream open reading frame 21///loricrin-related protein
259950_at	0.8117392	5.98E-01	0.53419401	-6.125995	-0.14360943	AT1G71410	putative protein kinase
248121_at	0.8117806	5.98E-01	0.53409702	-6.126046	-0.14361729	GAUT12	probable galacturonosyltransferase 12
254508_at	0.8118529	5.98E-01	0.53391955	-6.12614	-0.14368075	AT4G20170	hypothetical protein
263160_at	0.8118529	5.98E-01	0.53387709	-6.126162	-0.14368852	UBP1A	oligouridylate-binding protein 1A
254336_at	0.8118529	5.98E-01	-0.53386195	-6.12617	-0.14370085	AT4G22050	aspartyl protease family protein
250826_at	0.8119366	5.98E-01	-0.53371935	-6.126245	-0.14370174	AT5G05220	hypothetical protein
253929_s_at	0.8120721	5.98E-01	0.53352091	-6.12635	-0.14376262	AT4G26730///AT2G16030	S-adenosyl-L-methionine-dependent methyltransferase-like protein///S-adenosyl-L-methionine-dependent methyltransferase-like protein
264597_at	0.8120747	5.98E-01	0.53346576	-6.126379	-0.1437761	AT1G04620	7-hydroxymethyl chlorophyll a reductase
262115_at	0.8120897	5.98E-01	-0.53336757	-6.126431	-0.1438572	AT1G02813	hypothetical protein
258957_at	0.8120897	5.98E-01	0.53330887	-6.126462	-0.14390825	DOX1	alpha-dioxygenase
248209_at	0.8120897	5.98E-01	0.53329257	-6.126471	-0.1439759	AT5G53990	UDP-glycosyltransferase 79B9
262986_at	0.8121026	5.98E-01	-0.53322637	-6.126506	-0.14401328	AT1G23390	F-box/kelch-repeat protein
246478_at	0.8121983	5.98E-01	-0.53307073	-6.126588	-0.14403576	AT5G15980	pentatricopeptide repeat-containing protein
253763_at	0.8122307	5.98E-01	-0.53295648	-6.126648	-0.14432812	XTH26	xyloglucan endotransglucosylase/hydrolase 26
252502_at	0.8122307	5.98E-01	-0.53293112	-6.126661	-0.14437282	COPT2	copper transporter 2
257765_at	0.8122505	5.98E-01	-0.53285749	-6.1267	-0.14442913	AT3G23020	pentatricopeptide repeat-containing protein
260430_at	0.8122969	5.99E-01	0.53275511	-6.126754	-0.14447493	AT1G68200	zinc finger CCCH domain-containing protein 15
260537_at	0.8123805	5.99E-01	0.53261252	-6.126829	-0.14448352	AT2G43450	hypothetical protein
266654_at	0.8124231	5.99E-01	0.53248173	-6.126898	-0.14449034	AT2G25890	Oleosin-like protein
267059_at	0.8124231	5.99E-01	0.53237305	-6.126955	-0.14451362	AT2G32520	dienelactone hydrolase domain-containing protein
249946_at	0.8124231	5.99E-01	-0.53236657	-6.126959	-0.14452104	AT5G19170	hypothetical protein
249056_at	0.8124231	5.99E-01	0.53235727	-6.126964	-0.14457274	AT5G44470	hypothetical protein
253651_at	0.8125239	5.99E-01	0.53216701	-6.127064	-0.1446122	AT4G30030	aspartyl protease family protein
258978_at	0.8125239	5.99E-01	0.53212695	-6.127085	-0.14462989	AT3G09320	putative S-acyltransferase
252948_at	0.8125239	5.99E-01	0.53207464	-6.127113	-0.14465677	KAK	HECT ubiquitin protein ligase family protein
258692_at	0.8125239	5.99E-01	-0.5320361	-6.127133	-0.14472356	AT3G08640	protein RETICULATA-RELATED 3
254006_at	0.8125239	5.99E-01	0.5319869	-6.127159	-0.14476435	AT4G26340	F-box/FBD/LRR-repeat protein
264192_at	0.8125754	5.99E-01	-0.53187906	-6.127216	-0.14486549	ATG18H	autophagy 18H-like protein
251868_at	0.8125962	5.99E-01	0.53167961	-6.127321	-0.14488795	RPB5E	"RNA polymerase II fifth largest subunit, E"
247379_at	0.8125962	5.99E-01	-0.53165921	-6.127331	-0.14498724		
256906_at	0.8125962	5.99E-01	-0.53160365	-6.12736	-0.14507206	AT3G24000	pentatricopeptide repeat-containing protein
255937_at	0.8125962	5.99E-01	-0.53158816	-6.127369	-0.14516952	DDF1	dehydration-responsive element-binding protein 1F
252407_at	0.8125962	5.99E-01	0.53156732	-6.12738	-0.1453231	MDH	malate dehydrogenase
252461_at	0.8125962	5.99E-01	-0.53154266	-6.127393	-0.14532651	AT3G47240	pseudo
266594_at	0.8128288	6.00E-01	0.53123941	-6.127552	-0.14540977	AT2G46190	glycoprotein family protein
247500_at	0.8129126	6.00E-01	0.53109666	-6.127627	-0.14551715	AT5G61910///BON1	Development and Cell Death domain-containing protein///copine-like protein BONZAI 1
255836_at	0.8129392	6.00E-01	0.53095555	-6.127701	-0.14551984	AT2G33440	RNA recognition motif-containing protein
257521_at	0.8129392	6.00E-01	0.53088391	-6.127739	-0.14576216	AT3G09140	hypothetical protein
248182_at	0.8129392	6.00E-01	-0.53086087	-6.127751	-0.14576558	AT5G54030	cysteine/histidine-rich C1 domain-containing protein
257527_at	0.8129392	6.00E-01	-0.53085868	-6.127752	-0.14580292	AT3G01880	hypothetical protein
257501_at	0.8130325	6.00E-01	0.53070564	-6.127832	-0.14591626	AT1G35380	pseudo
257271_at	0.8132239	6.00E-01	-0.53039974	-6.127993	-0.14608998	AT3G28007	bidirectional sugar transporter SWEET4
246120_at	0.8132239	6.00E-01	0.53039447	-6.127996	-0.14613345	AT5G20360	octicosapeptide/Phox/Bem1p and tetratricopeptide repeat domain-containing protein
249222_at	0.8135722	6.00E-01	-0.52996635	-6.12822	-0.14621397	AT5G42450	pentatricopeptide repeat-containing protein
246683_at	0.8137753	6.01E-01	0.52968784	-6.128366	-0.14623663	AT5G33300	chromosome-associated kinesin-like protein
249868_at	0.8137753	6.01E-01	-0.52962739	-6.128398	-0.14624039	TET12	tetraspanin12
265197_at	0.8137753	6.01E-01	0.52952407	-6.128452	-0.14627596	UGT73C1	UDP-glucosyl transferase 73C1
258653_at	0.8137753	6.01E-01	-0.5294871	-6.128472	-0.14628397	AT3G09870	SAUR-like auxin-responsive protein
255031_at	0.8137753	6.01E-01	0.52947961	-6.128476	-0.14636711	AT4G09490	"polynucleotidyl transferase, ribonuclease H-like superfamily protein"
245565_at	0.8137753	6.01E-01	0.52943321	-6.1285	-0.14637144	AT4G14605	putative mitochondrial transcription termination factor
264563_s_at	0.813877	6.01E-01	0.5292712	-6.128585	-0.14637605	AT1G55750///AT3G61420	probable RNA polymerase II transcription factor B subunit 1-1///probable RNA polymerase II transcription factor B subunit 1-3
256185_at	0.8138781	6.01E-01	-0.52918078	-6.128632	-0.14640912	DOF1	DOF zinc finger protein 1
261219_at	0.8138781	6.01E-01	0.52913499	-6.128656	-0.14650814	AT1G19980	cytomatrix protein-like protein
247903_at	0.8138781	6.01E-01	0.52911306	-6.128668	-0.14655995	AT5G57340	hypothetical protein
255397_at	0.813886	6.01E-01	0.52905217	-6.128699	-0.14660918	AT4G03730	pseudo
261623_at	0.8139121	6.01E-01	0.52897164	-6.128742	-0.14664426	ATSEC1A	reticuline oxidase-like family protein
265472_at	0.8139278	6.01E-01	0.52888864	-6.128785	-0.14664805	AT2G15580	RING/U-box domain-containing protein
259506_at	0.8139278	6.01E-01	-0.52882171	-6.12882	-0.14666963	AT1G43900	putative protein phosphatase 2C 11
249223_at	0.8139278	6.01E-01	0.52879777	-6.128833	-0.14671343	AT5G42120	concanavalin A-like lectin kinase-like protein
266705_at	0.8142287	6.01E-01	-0.52842068	-6.12903	-0.14673238	AT5G56670///AT4G29390///AT2G19750	40S ribosomal protein S30///40S ribosomal protein S30///40S ribosomal protein S30
258926_s_at	0.8142429	6.02E-01	-0.52834132	-6.129071	-0.14675348	NAC052///NAC050	NAC domain containing protein 52///NAC domain containing protein 50
265227_s_at	0.8142429	6.02E-01	-0.52830079	-6.129093	-0.14678655	ArthMp104///AT2G07695	"hypothetical protein///cytochrome C oxidase subunit II, transmembrane domain-containing protein"
251921_at	0.8143783	6.02E-01	0.52810237	-6.129196	-0.14682603	AT3G53890	40S ribosomal protein S21-1
263520_at	0.814534	6.02E-01	-0.52788197	-6.129311	-0.1470277	AT2G42640	mitogen activated protein kinase kinase kinase-like protein
251436_at	0.8145593	6.02E-01	-0.52780239	-6.129353	-0.14707791	ARGOS	protein AUXIN-REGULATED GENE INVOLVED IN ORGAN SIZE
248090_at	0.8147891	6.02E-01	0.52746538	-6.129529	-0.14708374	MAPKKK15	mitogen-activated protein kinase kinase kinase 15
252218_at	0.8147891	6.02E-01	-0.52743503	-6.129545	-0.14708553	AT3G50150	hypothetical protein
250497_at	0.8147891	6.02E-01	-0.52739746	-6.129564	-0.14712492	AT5G09630	LisH/CRA/RING-U-box domain-containing protein
259611_at	0.8148158	6.02E-01	0.52731622	-6.129607	-0.14714569	RABG3d	RAB GTPase homolog G3D
257035_at	0.8149151	6.02E-01	0.52715678	-6.12969	-0.14718053	CYP707A4	abscisic acid 8'-hydroxylase 4
257666_at	0.8149999	6.02E-01	0.5269583	-6.129794	-0.14738154	AT3G20270	putative BPI/LBP family protein
256628_at	0.8149999	6.03E-01	-0.52689354	-6.129827	-0.14741212	TOM40	mitochondrial import receptor subunit TOM40-1
260145_at	0.8149999	6.03E-01	-0.52677368	-6.12989	-0.14747177	GPCR	G-protein coupled receptor 2
266188_at	0.8149999	6.03E-01	-0.52663437	-6.129962	-0.14755833	AT2G39000	Acyl-CoA N-acyltransferases superfamily protein
256851_at	0.8149999	6.03E-01	-0.52662631	-6.129967	-0.14756508	AT3G27930	hypothetical protein
261617_s_at	0.8149999	6.03E-01	0.52653671	-6.130013	-0.14762312	AT1G33100///AT1G33090	MATE efflux family protein///MATE efflux family protein
257241_at	0.8149999	6.03E-01	0.5265293	-6.130017	-0.14774027	AT3G24210	Ankyrin repeat family protein
245288_at	0.8149999	6.03E-01	0.52651274	-6.130026	-0.14775256	ADA2B	transcriptional adapter ADA2b
259599_at	0.8149999	6.03E-01	0.52650975	-6.130027	-0.14779508	SCPL45	serine carboxypeptidase-like 45
264208_at	0.8149999	6.03E-01	-0.5264929	-6.130036	-0.14781268	PAB3	polyadenylate-binding protein 3
259699_at	0.8149999	6.03E-01	0.52648962	-6.130038	-0.14783376	AT1G68940	Armadillo/beta-catenin-like repeat family protein
259254_at	0.8150615	6.03E-01	-0.52637082	-6.1301	-0.14785625	ADT2	arogenate dehydratase 2
258153_at	0.8150857	6.03E-01	-0.52627985	-6.130147	-0.1479174	MOS4	"modifier of snc1,4"
260647_at	0.8150857	6.03E-01	-0.52624005	-6.130168	-0.14798901	TPST	protein-tyrosine sulfotransferase
247693_at	0.8151336	6.03E-01	0.5261074	-6.130237	-0.14806604	EXO70H7	exocyst subunit exo70 family protein H7
266346_at	0.8151336	6.03E-01	0.52608372	-6.130249	-0.14811163	HB17	homeobox-leucine zipper protein ATHB-17
263096_at	0.8152109	6.03E-01	-0.52591156	-6.130339	-0.14812457	HB1	non-symbiotic hemoglobin 1
260337_at	0.8152109	6.03E-01	0.52586921	-6.130361	-0.14824399	WRKY57	putative WRKY transcription factor 57
262056_at	0.8152109	6.03E-01	-0.52584332	-6.130374	-0.14831119	AT1G80245	Spc97 / Spc98 family of spindle pole body (SBP) component
253175_at	0.815231	6.03E-01	0.52576933	-6.130413	-0.14845353	MSI3	WD-40 repeat-containing protein MSI3
252781_at	0.8154448	6.04E-01	-0.52545422	-6.130577	-0.14847546	AT3G42950	pectin lyase-like protein
260888_at	0.8154448	6.04E-01	0.52540053	-6.130605	-0.14848443	AT1G29140	pollen Ole e 1 allergen and extensin family protein
265171_at	0.8154448	6.04E-01	0.52538157	-6.130615	-0.14850444	AT1G23790	hypothetical protein
