ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
251841_at	0.6171323	3.32E-01	-0.98777589	-5.788844	0.02612409	AT3G54980	pentatricopeptide repeat-containing protein
261188_at	0.6171392	3.32E-01	0.98771167	-5.788905	0.02610571	AT1G33000	pseudo
262105_at	0.6172409	3.32E-01	-0.9875415	-5.789067	0.0261008	AT1G02810	pectinesterase 7
251576_at	0.6174592	3.32E-01	0.98724099	-5.789353	0.02604303	AT3G58200	TRAF-like family protein
261150_at	0.6176131	3.32E-01	0.98701261	-5.789571	0.02599099	JMT	jasmonic acid carboxyl methyltransferase
259544_at	0.6178361	3.32E-01	0.98670696	-5.789862	0.02598372	CAT3	catalase 3
246807_at	0.6178734	3.33E-01	0.98658474	-5.789978	0.02597802	GLR2.1	glutamate receptor 2.1
256137_at	0.6178734	3.33E-01	0.98648113	-5.790076	0.02596393	AT1G48690	auxin-responsive GH3 family protein
259650_at	0.6178734	3.33E-01	0.98647229	-5.790085	0.02595518	AT1G55290	feruloyl CoA ortho-hydroxylase 2
252183_at	0.6178734	3.33E-01	0.98643949	-5.790116	0.02593589	UGT72E1	UDP-glucosyl transferase 72E1
264220_at	0.6179305	3.33E-01	0.9863192	-5.79023	0.02587699	ARPC3	actin-related protein C3
250091_at	0.6180234	3.33E-01	0.98607068	-5.790467	0.02587024	AT5G17340	putative membrane lipoprotein
265843_at	0.6180234	3.33E-01	0.98607041	-5.790467	0.02573219	ACX5	acyl-CoA oxidase 5
247519_at	0.6180234	3.33E-01	-0.98600342	-5.790531	0.02568392	NAC100	NAC domain containing protein 100
265280_at	0.6180234	3.33E-01	0.98593258	-5.790598	0.02564998	LCR5	low-molecular-weight cysteine-rich 5
252056_at	0.6180234	3.33E-01	0.98593241	-5.790598	0.02564618	UBQ1///AT2G36170	ubiquitin extension protein 1///60S ribosomal protein L40-1
256524_at	0.6180234	3.33E-01	0.98582718	-5.790698	0.02554519	GSR2	glutamine synthetase
259949_at	0.6180234	3.33E-01	0.98578212	-5.790741	0.02554344	AT1G71420	pentatricopeptide repeat-containing protein
264117_at	0.6180234	3.33E-01	-0.98576401	-5.790758	0.02542234	AT2G31210	transcription factor bHLH91
257291_at	0.6181792	3.33E-01	-0.98546837	-5.79104	0.02536587	AT3G15590	pentatricopeptide repeat-containing protein
253703_at	0.6181792	3.33E-01	0.98538323	-5.79112	0.02533598	ORC5	origin recognition complex protein 5
253395_at	0.6181792	3.33E-01	0.98532867	-5.791172	0.02532562	AME3	protein kinase AME3
252208_at	0.6181792	3.33E-01	-0.98531559	-5.791185	0.02532469	AT3G50380	hypothetical protein
265932_at	0.6181792	3.33E-01	-0.98516232	-5.79133	0.02528861	LBD8	LOB domain-containing protein 8
262889_at	0.6181792	3.33E-01	-0.98514746	-5.791344	0.02522732	AT1G14800	"Nucleic acid-binding, OB-fold-like protein"
247743_at	0.6181792	3.33E-01	0.9850681	-5.79142	0.02522383	AT5G59010	brassinosteroid-signaling kinase 5
260120_at	0.6181792	3.33E-01	0.9850569	-5.791431	0.02522045	PP2-A4	phloem protein 2-A4
258119_at	0.6181792	3.33E-01	0.98504323	-5.791444	0.02518727	MPK19	mitogen-activated protein kinase 19
249157_at	0.6181792	3.33E-01	-0.98502588	-5.79146	0.0251796	AT5G43518///AT5G43510	cysteine-rich peptide LURE1.4///pollen tube attractant protein LURE1.2
252555_at	0.6182332	3.33E-01	-0.98481631	-5.791659	0.02515658	AT3G45940	putative alpha-xylosidase 2
263551_at	0.6182332	3.33E-01	0.9847554	-5.791717	0.02510694	AT2G17110	hypothetical protein
252644_at	0.6182332	3.33E-01	0.98474661	-5.791725	0.02509831	CYP71	cyclophilin71
250072_at	0.6182332	3.33E-01	0.98473999	-5.791732	0.02505273	AT5G17210	hypothetical protein
245106_at	0.6182797	3.33E-01	-0.98463161	-5.791835	0.02498964	AT2G41650	hypothetical protein
251974_at	0.6186507	3.34E-01	-0.98416071	-5.792282	0.02495948	MYB27	myb domain protein 27
247995_at	0.6186628	3.34E-01	-0.98409075	-5.792348	0.02493042	AT5G56160	sec14p-like phosphatidylinositol transfer-like protein
259175_at	0.6186933	3.34E-01	-0.98400031	-5.792434	0.02484385	AT3G01560	hypothetical protein
245373_s_at	0.6188191	3.34E-01	-0.98380343	-5.792621	0.02484143	ARD1///ATARD2	acireductone dioxygenase 1///acireductone dioxygenase 2
248281_at	0.6190049	3.34E-01	-0.98353946	-5.792871	0.02476117	AT5G52980	hypothetical protein
253990_at	0.6191296	3.34E-01	0.98334381	-5.793057	0.02470202	ACHT1	atypical CYS HIS rich thioredoxin 1
266672_at	0.6195502	3.34E-01	0.9828178	-5.793556	0.02466678	PHT4;1	phosphate transporter 4;1
255995_at	0.6196334	3.34E-01	0.98266849	-5.793697	0.02465403	RKF1	putative LRR receptor-like serine/threonine-protein kinase RFK1
253505_at	0.6196959	3.34E-01	0.98254237	-5.793817	0.0245709	CYP82C2	"cytochrome P450, family 82, subfamily C, polypeptide 2"
251121_at	0.6197225	3.34E-01	-0.98245635	-5.793898	0.02455628	GG1	guanine nucleotide-binding protein subunit gamma 1
248255_at	0.6197293	3.35E-01	-0.98234753	-5.794002	0.02454595	CLPX	CLP protease regulatory subunit X
257495_at	0.6197293	3.35E-01	-0.98229288	-5.794053	0.02448663	PDIL5-1	protein disulfide isomerase 5-1
255815_at	0.6197293	3.35E-01	0.98226779	-5.794077	0.02437142	MGH3	male-gamete-specific histone H3
265539_at	0.6197293	3.35E-01	0.98222319	-5.794119	0.02432866	AT2G15830	hypothetical protein
261403_at	0.6198088	3.35E-01	-0.98207806	-5.794257	0.02431768	SYP52	syntaxin-52
252685_at	0.6198602	3.35E-01	0.98196432	-5.794365	0.02423368	AT3G44410	pseudo
267632_at	0.6199441	3.35E-01	-0.98181433	-5.794507	0.02422726	BRIZ1	RING domain containing protein BRIZ1
254727_at	0.6200167	3.35E-01	0.98166011	-5.794653	0.02421557	PTAC5	protein plastid transcriptionally active 5
263214_at	0.6200167	3.35E-01	0.98158859	-5.794721	0.02420455	AT1G30660	nucleic acid binding protein
254295_at	0.6200167	3.35E-01	0.98152606	-5.79478	0.0241831	AT4G23080	hypothetical protein
266065_at	0.6200167	3.35E-01	0.98150784	-5.794797	0.02412926	PHYB	phytochrome B
264180_at	0.620064	3.35E-01	-0.98139872	-5.7949	0.02409753	AT1G02190	protein CER1-like 1
246337_at	0.6205187	3.35E-01	0.98080348	-5.795464	0.02404074	CHX12	cation/H(+) antiporter 12
267336_at	0.6205187	3.35E-01	-0.98077852	-5.795487	0.02400108	AT2G19310	heat shock protein Hsp18.5
260194_at	0.6205311	3.35E-01	0.9807083	-5.795554	0.02387775	AT1G67530	ARM repeat superfamily protein
262746_at	0.6206103	3.35E-01	0.98056359	-5.795691	0.02387254	NUDX15	ppGpp pyrophosphohydrolase
246921_at	0.6206568	3.35E-01	0.98045541	-5.795793	0.02386734	AT5G25080	Sas10/Utp3/C1D family protein
249177_at	0.6206692	3.35E-01	-0.98038517	-5.79586	0.02386209	AT5G42850	thioredoxin-like protein Clot
245004_at	0.6207563	3.36E-01	0.98023174	-5.796005	0.02380975	psbZ	photosystem II reaction center Z protein
263177_at	0.6208185	3.36E-01	0.98008023	-5.796148	0.02374306	AT1G05540	hypothetical protein
256572_at	0.6208185	3.36E-01	-0.98004959	-5.796177	0.02374074	AT3G30740	pseudo
256768_at	0.6209194	3.36E-01	0.97988065	-5.796337	0.02367764	LDL2	lysine-specific histone demethylase 1-like 2
247612_at	0.6209764	3.36E-01	-0.97976075	-5.79645	0.02364635	AT5G60730	Anion-transporting ATPase
255222_at	0.6212845	3.36E-01	0.97936084	-5.796828	0.02364627	AT4G05340	P-loop containing nucleoside triphosphate hydrolase-like protein
246218_at	0.6212979	3.36E-01	0.97927805	-5.796906	0.02362521	RCE1	RUB1 conjugating enzyme 1
250481_at	0.6212979	3.36E-01	0.9792332	-5.796949	0.02362405	AT5G10310	epidermal patterning factor-like protein 1
259869_at	0.6214278	3.36E-01	0.97903197	-5.797139	0.02359978	AT1G76770	alpha-crystallin domain of heat shock protein-containing protein
258875_at	0.621447	3.36E-01	-0.97895428	-5.797212	0.02353323	AT3G03160	hypothetical protein
261399_at	0.6216169	3.36E-01	0.97866368	-5.797487	0.02351886	AT1G79620	putative serine/threonine kinase
260820_at	0.6216169	3.36E-01	-0.9786521	-5.797498	0.02345047	AT1G06840	probable LRR receptor-like serine/threonine-protein kinase
262879_at	0.6216392	3.36E-01	0.97852582	-5.797617	0.02340309	SIGA	RNA polymerase sigma subunit 1
251449_at	0.6216392	3.36E-01	-0.97847331	-5.797667	0.02338007	GDI2	RAB GDP dissociation inhibitor 2
266576_at	0.6216392	3.36E-01	0.97840642	-5.79773	0.02337481	AT2G23940	hypothetical protein
260605_at	0.6216392	3.36E-01	-0.97840191	-5.797734	0.02335026	AT2G43780	hypothetical protein
254482_at	0.6216486	3.36E-01	0.97833515	-5.797797	0.02333633	TSF	protein TWIN SISTER of FT
248722_at	0.6218296	3.37E-01	0.97793172	-5.798178	0.0232774	PFK2	6-phosphofructokinase 2
260517_at	0.6218296	3.37E-01	0.97786627	-5.79824	0.0232709	SPP1	sucrose-phosphatase 1
265208_at	0.6218296	3.37E-01	-0.97784091	-5.798263	0.02321895	AT2G36690	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
256472_at	0.6218296	3.37E-01	0.97783828	-5.798266	0.02317113	AT1G42610	pseudo
246319_at	0.6218296	3.37E-01	0.97779281	-5.798309	0.02315576	AT3G56680	Single-stranded nucleic acid binding R3H protein
257368_at	0.6218296	3.37E-01	0.97770285	-5.798394	0.02314346	AT2G29860	putative F-box/kelch-repeat protein
267302_at	0.6218296	3.37E-01	0.97768727	-5.798408	0.02312807	AT2G30105	hypothetical protein
250561_at	0.6218296	3.37E-01	0.97768274	-5.798413	0.02309953	AT5G08030	glycerophosphoryl diester phosphodiesterase
249070_at	0.6219343	3.37E-01	0.97750666	-5.798579	0.02305694	CESA4	cellulose synthase A catalytic subunit 4 [UDP-forming]
249956_at	0.6219343	3.37E-01	0.97745339	-5.798629	0.02303569	AT5G18940	Mo25-like protein
247598_at	0.6219489	3.37E-01	0.97738081	-5.798698	0.02301734	AT5G60870	protein RCC1/UVR8/GEF-LIKE 3
245519_at	0.6219945	3.37E-01	0.97724897	-5.798822	0.02293334	AT4G15860	pseudo
255187_s_at	0.6219945	3.37E-01	-0.97717849	-5.798888	0.02288099	AT4G07760	pseudo
264014_at	0.6219945	3.37E-01	0.97713989	-5.798925	0.02284342	AT2G21210	SAUR-like auxin-responsive protein
248724_at	0.6219945	3.37E-01	0.97703433	-5.799024	0.02282836	AT5G47970	aldolase-type TIM barrel family protein
245792_at	0.6219945	3.37E-01	0.97700987	-5.799047	0.02279526	PRR1	pinoresinol reductase 1
265054_x_at	0.6219945	3.37E-01	0.97699221	-5.799064	0.02277754	AT1G52010	pseudo
246354_at	0.6220458	3.37E-01	0.97687868	-5.799171	0.02274628	AT1G38950	hypothetical protein
258549_at	0.6220689	3.37E-01	0.97679666	-5.799248	0.02272196	PRMT4B	arginine methyltransferase 4B
254932_at	0.6220829	3.37E-01	0.97664256	-5.799394	0.02267321	AT4G11120	putative translation elongation factor Ts
250346_at	0.6220829	3.37E-01	0.9766136	-5.799421	0.02265648	AT5G11950	cytokinin riboside 5'-monophosphate phosphoribohydrolase LOG8
267535_at	0.6220829	3.37E-01	-0.97661216	-5.799422	0.02262147	ZFP8	zinc finger protein 8
263794_at	0.622135	3.37E-01	-0.97649787	-5.79953	0.02254972	AT2G24620	S-locus glycoprotein-like protein
256573_at	0.6222233	3.38E-01	0.97622052	-5.799791	0.02251675	AT3G14860	NHL domain-containing protein
245542_at	0.6222233	3.38E-01	0.97621971	-5.799792	0.02251509	AT4G15250	putative zinc finger protein CONSTANS-LIKE 11
246652_at	0.6222233	3.38E-01	-0.97618213	-5.799828	0.0224429	AT5G35190	proline-rich extensin-like family protein
258591_at	0.6222233	3.38E-01	0.97617432	-5.799835	0.02243841	AT3G04360	calcium-dependent lipid-binding family protein
261798_at	0.6224521	3.38E-01	-0.97586294	-5.800128	0.02243781	CPSF30	cleavage and polyadenylation specificity factor CPSF30
250099_at	0.6225083	3.38E-01	-0.97573878	-5.800245	0.02237845	RVE1	myb family transcription factor RVE1
257816_at	0.6225083	3.38E-01	0.97568784	-5.800293	0.02237701	QUA1	Galacturonosyltransferase 8
249049_at	0.6225871	3.38E-01	0.97554368	-5.800429	0.02234245	TUB4	tubulin beta-4 chain
253454_at	0.6226032	3.38E-01	-0.97546952	-5.800499	0.0223328	AT4G31875	hypothetical protein
247227_at	0.6226307	3.38E-01	-0.97538261	-5.800581	0.02222717	AT5G65130	ethylene-responsive transcription factor ERF057
255794_at	0.6227791	3.38E-01	-0.97516085	-5.800789	0.02219622	NAC041	NAC domain containing protein 41
250273_at	0.6228104	3.38E-01	-0.97505105	-5.800893	0.02208682	EMB3011	RNA helicase family protein
267607_s_at	0.6228104	3.38E-01	-0.97499372	-5.800947	0.02205104	AT2G26750///SEH	alpha/beta-hydrolases superfamily protein///soluble epoxide hydrolase
247260_at	0.6228104	3.38E-01	0.97491535	-5.80102	0.02200759	AT5G64500	probable sphingolipid transporter spinster homolog 2
250422_at	0.6228104	3.38E-01	-0.97490104	-5.801034	0.02198022	AT5G10840	endomembrane family protein 70
253694_at	0.622924	3.38E-01	-0.97471819	-5.801206	0.02192205	AT4G29735	hypothetical protein
267058_at	0.6229556	3.38E-01	0.97461547	-5.801303	0.02191813	MAPKKK17	mitogen-activated protein kinase kinase kinase 17
248435_at	0.6229556	3.38E-01	0.97456513	-5.80135	0.02190523	OLEO3	oleosin3
263091_at	0.6229556	3.38E-01	0.9745142	-5.801398	0.02189756	AT2G16200	coatomer gamma subunit appendage domain-containing protein
247759_at	0.6230157	3.38E-01	-0.974334	-5.801567	0.02189448	COPT3	copper transporter 3
252238_at	0.6230157	3.38E-01	0.97428792	-5.801611	0.02182898	AT3G49960	peroxidase 35
251025_at	0.6230157	3.38E-01	0.97427846	-5.80162	0.02181992	PCS1	aspartic proteinase PCS1
250363_at	0.6230709	3.39E-01	-0.97416074	-5.80173	0.02179616	WIT1	WPP domain-interacting tail-anchored protein 1
263307_at	0.6231087	3.39E-01	0.97403082	-5.801852	0.0217822	AT2G12520	pseudo
267406_at	0.6231087	3.39E-01	0.97400621	-5.801876	0.02177852	MEE22	protein MATERNAL EFFECT EMBRYO ARREST 22
245493_at	0.6231474	3.39E-01	0.9739068	-5.801969	0.02177719	AT4G16380	metal ion binding protein
252344_s_at	0.6231651	3.39E-01	0.97377985	-5.802088	0.02172044	AT3G48620///AT3G44160	outer membrane OMP85 family protein///Outer membrane OMP85 family protein
263877_at	0.6231651	3.39E-01	-0.97372171	-5.802143	0.0216633	AT2G21780	hypothetical protein
249151_at	0.6231651	3.39E-01	0.97371843	-5.802146	0.02164174	PHT1;3	putative inorganic phosphate transporter 1-3
254307_at	0.623229	3.39E-01	0.973591	-5.802266	0.02164028	AT4G22400	hypothetical protein
249715_at	0.623268	3.39E-01	-0.97349136	-5.80236	0.02163817	AT5G35760	Beta-galactosidase related protein
264596_at	0.6233584	3.39E-01	0.97333441	-5.802507	0.02157489	AT1G04625	RnaseH domain-containing protein
255792_at	0.6234366	3.39E-01	0.97319096	-5.802642	0.02157304	AT2G33620	AT hook motif DNA-binding family protein
246817_at	0.6234686	3.39E-01	0.97309916	-5.802728	0.02155797	AT5G27240	DNAJ heat shock N-terminal domain-containing protein
252029_s_at	0.6238119	3.39E-01	-0.9726031	-5.803194	0.02152751	AT5G28390///AT3G52660	RNA recognition motif-containing protein///RNA recognition motif-containing protein
260351_at	0.6238119	3.39E-01	0.9725598	-5.803235	0.02149005	AT1G69380	hypothetical protein
252528_at	0.6238119	3.39E-01	0.97247642	-5.803313	0.02148257	UBC13	ubiquitin-conjugating enzyme E2 13
249783_at	0.6238119	3.39E-01	0.97243633	-5.803351	0.02147039	SOS3	calcineurin B-like protein 4
258654_at	0.6238119	3.39E-01	-0.97239756	-5.803387	0.02146505	AT3G09860	hypothetical protein
261732_at	0.6238119	3.39E-01	0.97237935	-5.803404	0.02141209	AT1G47770	Beta-galactosidase related protein
245403_at	0.6240267	3.40E-01	0.97205915	-5.803705	0.02134471	AT4G17590	hypothetical protein
251281_at	0.6240267	3.40E-01	-0.97202772	-5.803734	0.02131379	AGP20	arabinogalactan protein 20
257585_at	0.6240386	3.40E-01	-0.97195831	-5.803799	0.02130694	AT3G12420	"polynucleotidyl transferase, ribonuclease H-like superfamily protein"
265311_at	0.6240586	3.40E-01	0.9718798	-5.803873	0.02128611	AT2G20250	hypothetical protein
260127_at	0.6240665	3.40E-01	0.97181362	-5.803935	0.0212837	AT1G36320	hypothetical protein
265974_at	0.6240665	3.40E-01	0.9717586	-5.803987	0.02127695		
247430_at	0.6243228	3.40E-01	-0.97139572	-5.804327	0.02123047	AT5G62610	transcription factor bHLH79
258779_at	0.6243228	3.40E-01	0.97135665	-5.804364	0.02120969	AT3G11870	Endoribonuclease/protein kinase IRE1-like protein
257826_at	0.6243228	3.40E-01	0.97124821	-5.804465	0.02120586	AT3G26730	RING/U-box domain-containing protein
263357_s_at	0.6243228	3.40E-01	-0.97121613	-5.804495	0.02119761	AT2G15150	pseudo
263140_at	0.6243228	3.40E-01	0.97115784	-5.80455	0.02118426	AT1G65120	ubiquitin carboxyl-terminal hydrolase-related protein
264752_at	0.6243228	3.40E-01	-0.9711077	-5.804597	0.02101103	LPR1	multi-copper oxidase
246499_at	0.6243228	3.40E-01	-0.97104279	-5.804658	0.0209823	ELF9	RNA binding protein ELF9
262365_at	0.6243228	3.40E-01	0.97102372	-5.804676	0.02097444	AT1G72870	TIR-NBS class of disease resistance protein
252350_at	0.6243611	3.40E-01	0.97082907	-5.804858	0.02096049	ATM	serine/threonine-protein kinase ATM
255885_at	0.6243611	3.40E-01	0.97078433	-5.8049	0.0208813	SMT2	24-methylenesterol C-methyltransferase 2
266149_x_at	0.6243611	3.40E-01	0.97076923	-5.804914	0.02085809	AT2G12250	pseudo
261234_x_at	0.6243611	3.40E-01	-0.9707564	-5.804926	0.02083119	AT1G32830	pseudo
259676_at	0.624458	3.40E-01	-0.9705922	-5.80508	0.02080994	AT1G77730	Pleckstrin homology (PH) domain-containing protein
262761_at	0.6245264	3.40E-01	-0.97045985	-5.805204	0.02075527	AT1G10720	BSD domain-containing protein
254935_at	0.6245843	3.40E-01	0.97033922	-5.805317	0.02068184	AT4G10780	putative disease resistance protein
256176_at	0.6247683	3.41E-01	-0.97003679	-5.805601	0.02063873	EXO70G2	exocyst subunit exo70 family protein G2
252789_s_at	0.6247683	3.41E-01	0.970022	-5.805615	0.02060803	AT1G21930///AT3G42150	hypothetical protein///hypothetical protein
248272_at	0.6248092	3.41E-01	-0.96992037	-5.80571	0.02059652	AT5G53480	armadillo/beta-catenin-like repeat-containing protein
251107_at	0.6251196	3.41E-01	-0.96951854	-5.806086	0.02059524	AT5G01610	hypothetical protein
264926_at	0.6251712	3.41E-01	0.9693676	-5.806227	0.02056284	CB5LP	cytochrome B5-like protein
259215_at	0.6251712	3.41E-01	0.96929673	-5.806294	0.02055688	DEX1	defective in exine formation protein DEX1
262834_at	0.6251712	3.41E-01	0.96929266	-5.806297	0.02052242	MAP65-7	microtubule-associated protein 65-7
251044_at	0.6252081	3.41E-01	-0.9691953	-5.806389	0.02050745	AT5G02350	cysteine/histidine-rich C1 domain-containing protein
265462_at	0.6252081	3.41E-01	0.96913923	-5.806441	0.02040841	AT2G37140	terpene synthase/cyclase-like protein
247169_at	0.6253339	3.41E-01	0.96888238	-5.806681	0.02037777	AT5G65520	tetratricopeptide repeat domain-containing protein
253494_at	0.6253339	3.41E-01	0.96886289	-5.8067	0.02033883	AT4G31830	hypothetical protein
263866_at	0.6253339	3.41E-01	0.96883082	-5.80673	0.02033441	AT2G36950	heavy-metal-associated domain-containing protein
250375_at	0.6253877	3.41E-01	0.96869574	-5.806856	0.02031238	AT5G11540	"L-gulono-1,4-lactone (L-GulL) oxidase 3"
262521_at	0.6253877	3.41E-01	-0.96865577	-5.806893	0.02026652	AT1G17130	hypothetical protein
258579_s_at	0.6253877	3.41E-01	0.96860252	-5.806943	0.02025637	AT3G04190///AT3G04180	germin-like protein subfamily 1 member 5///germin-like protein subfamily 1 member 4
257924_at	0.6254168	3.41E-01	0.96849397	-5.807045	0.02015032	AT3G23190	HR-like lesion-inducing protein-like protein
250347_at	0.6254168	3.41E-01	-0.96845779	-5.807079	0.02014604	AT5G11960	hypothetical protein
260085_at	0.6254895	3.41E-01	-0.96829568	-5.80723	0.02013132	AT1G63290	putative D-ribulose-5-phosphate 3-epimerase
251688_at	0.6254895	3.41E-01	0.96826461	-5.807259	0.02007894	AT3G56480	myosin heavy chain-like protein
265933_at	0.6256712	3.42E-01	-0.96800627	-5.807501	0.02003124	AT2G19550	alpha/beta-hydrolase-like protein
249268_at	0.6256887	3.42E-01	-0.96793064	-5.807572	0.01999001	AT5G41685	mitochondrial import receptor subunit TOM7-1
266750_s_at	0.6257338	3.42E-01	-0.96782436	-5.807671	0.01997226	VGD1///VGDH1	pectinesterase 5///pectinesterase 4
260539_at	0.625895	3.42E-01	0.96757544	-5.807903	0.01994142	AT2G43480	probable peroxidase 26
263334_at	0.625895	3.42E-01	-0.96753261	-5.807944	0.01988493	AT2G03820	nonsense-mediated mRNA decay protein 3
261846_at	0.6259118	3.42E-01	-0.96745787	-5.808013	0.01984935	AT1G11540	Sulfite exporter TauE/SafE family protein
250391_at	0.6260011	3.42E-01	0.96730232	-5.808159	0.01984616	AT5G10850	pseudo
254730_at	0.6261442	3.42E-01	0.96708695	-5.80836	0.01984288	AT4G13730	Ypt/Rab-GAP domain of gyp1p superfamily protein
254822_at	0.6261563	3.42E-01	0.9669227	-5.808513	0.01983588	UPL5	E3 ubiquitin-protein ligase UPL5
254465_at	0.6261563	3.42E-01	0.96683013	-5.8086	0.01975368	AT4G20420	Tapetum specific protein TAP35/TAP44
262882_at	0.6261563	3.42E-01	-0.96681426	-5.808615	0.01974526	CYP89A2	cytochrome P450 89A2
252603_at	0.6261563	3.42E-01	0.96680488	-5.808623	0.01967526	AT3G45050	hypothetical protein
259873_s_at	0.6261563	3.42E-01	0.96672308	-5.8087	0.01963975	AT1G76820///AT1G76720	translation initiation factor 2 (eIF-2) family protein///eukaryotic translation initiation factor 2 (eIF-2) family protein
265606_s_at	0.6261563	3.42E-01	-0.96669162	-5.808729	0.01963876	AT3G09510	RNase H domain-containing protein
263843_at	0.6261563	3.42E-01	0.96668077	-5.808739	0.01963163	AT2G37020	translin family protein
254516_at	0.6261635	3.42E-01	-0.96660358	-5.808811	0.01962258	AT4G20290	hypothetical protein
253463_at	0.6261635	3.42E-01	0.9665369	-5.808873	0.01960874	AT4G32105	"beta-1,3-N-Acetylglucosaminyltransferase family protein"
260460_at	0.6261635	3.42E-01	0.96650446	-5.808904	0.01959503	AT1G68230	reticulon-like protein B14
245606_at	0.6261752	3.42E-01	0.96641015	-5.808992	0.01958209	AT4G14320///AT4G14310///AT3G23390	60S ribosomal protein L36a///transducin/WD40 domain-containing protein-like protein///60S ribosomal protein L36a
264829_at	0.6261752	3.42E-01	0.96637761	-5.809022	0.01945165	NAC006	NAC domain-containing protein 6
248235_at	0.6261752	3.42E-01	0.96626499	-5.809127	0.01944987	emb2737	protein EMBRYO DEFECTIVE 2737
247228_at	0.6261752	3.42E-01	-0.96619496	-5.809193	0.0194385	AT5G65140	probable trehalose-phosphate phosphatase J
247108_at	0.6261752	3.42E-01	0.96612712	-5.809256	0.01942776	RMR1	receptor homology-transmembrane-ring H2 domain protein 1
260300_at	0.6261752	3.42E-01	0.96610283	-5.809279	0.01939408	GA3OX2	gibberellin 3-beta-dioxygenase 2
253311_s_at	0.6261752	3.42E-01	0.96605612	-5.809322	0.01931737	AT4G33840///AT4G33830	Glycosyl hydrolase family 10 protein///Glycosyl hydrolase family 10 protein
245921_at	0.6261752	3.43E-01	0.96600282	-5.809372	0.0191867	AT5G28800	hypothetical protein
247567_at	0.6261752	3.43E-01	-0.96598669	-5.809387	0.01916801	AT5G61190	putative endonuclease or glycosyl hydrolase with C2H2-type zinc finger domain
250184_at	0.6262535	3.43E-01	0.96581337	-5.809549	0.01914655	AT5G14240	Thioredoxin superfamily protein
265243_at	0.6262535	3.43E-01	0.96573444	-5.809622	0.01910274	NPG1	calmodulin-binding protein NPG1
250727_at	0.6262535	3.43E-01	0.96573144	-5.809625	0.01904388	AT5G06430	thioredoxin-related protein
265060_at	0.6264082	3.43E-01	0.96550318	-5.809838	0.01901795	ATHB-15	homeobox-leucine zipper protein ATHB-15
261528_at	0.6265742	3.43E-01	0.96526229	-5.810063	0.01875826	AT59	putative pectate lyase 3
253332_at	0.62664	3.43E-01	-0.96508467	-5.810228	0.01872674	AT4G33420	probable peroxidase
267425_at	0.62664	3.43E-01	-0.96507695	-5.810235	0.01866715	AT2G34810	FAD-binding and BBE domain-containing protein
260066_at	0.6266922	3.43E-01	0.96496285	-5.810342	0.01864889	AT1G73610	GDSL esterase/lipase
267517_at	0.6267018	3.43E-01	-0.96489609	-5.810404	0.01864275	RPT2	Root phototropism protein 2
261195_at	0.6268003	3.43E-01	0.9647305	-5.810558	0.01864	AFB3	auxin signaling F-box 3 protein
245463_at	0.6268807	3.43E-01	0.96458491	-5.810694	0.01858917	EXLB1	expansin-like B1
251226_at	0.6268955	3.43E-01	0.96448219	-5.81079	0.01858729	PRP3	proline-rich protein 3
265977_at	0.6268955	3.43E-01	0.96445641	-5.810814	0.018585	AT2G11130	pseudo
262413_at	0.6269407	3.43E-01	0.96435009	-5.810913	0.01854725	APRL4	5'-adenylylsulfate reductase-like 4
247095_at	0.6269895	3.43E-01	-0.96414103	-5.811107	0.01847631	RAB18	dehydrin Rab18
258728_at	0.6269895	3.43E-01	0.96413142	-5.811116	0.0184755	AT3G11800	hypothetical protein
253269_at	0.6269895	3.43E-01	0.96412143	-5.811126	0.01843437	AT4G34140	D111/G-patch domain-containing protein
258973_at	0.6269895	3.43E-01	0.96406311	-5.81118	0.01843175	CYP94B2	"cytochrome P450, family 94, subfamily B, polypeptide 2"
262303_at	0.6269895	3.43E-01	-0.9640156	-5.811224	0.01840547	HB18	homeobox-leucine zipper protein ATHB-18
266102_at	0.6270258	3.44E-01	0.96389503	-5.811337	0.01840442	AT2G40720	pentatricopeptide repeat-containing protein
254084_at	0.6270258	3.44E-01	-0.96386312	-5.811366	0.01838854	SAE1A	SUMO-activating enzyme subunit 1A
250760_at	0.6274146	3.44E-01	-0.96332519	-5.811867	0.01836618	AT5G06040	self-incompatibility protein-like protein
263367_at	0.6274146	3.44E-01	0.96330544	-5.811885	0.01831788	AT2G20460	pseudo
259854_at	0.6274146	3.44E-01	0.96321813	-5.811967	0.01829935	AT1G72200	RING-H2 finger protein ATL11
262306_s_at	0.6274146	3.44E-01	-0.96320643	-5.811978	0.01826339	SYNC3///SYNC1	"asparagine--tRNA ligase///asparaginyl-tRNA synthetase, cytoplasmic 1"
259713_at	0.6275681	3.44E-01	0.96297963	-5.812189	0.01825646	AT1G77610	UDP-galactose transporter 1
257630_at	0.6276007	3.44E-01	-0.96288734	-5.812274	0.0182515	CYP71B16	cytochrome P450 71B16
253751_at	0.6276214	3.44E-01	0.96280705	-5.812349	0.01824591	AT4G29070	phospholipase A2 family protein
259302_at	0.6276214	3.44E-01	0.96275235	-5.8124	0.01816095	GID1A	putative gibberellin receptor GID1L1
267476_at	0.6276432	3.44E-01	0.96264531	-5.8125	0.0181185	AT2G02720	putative pectate lyase 6
